relelev_16.tif,float          ,8
relelev_2.tif,float           ,8
relelev_32.tif,float   ,8
relelev_4.tif,float              ,8
relelev_8.tif,float       ,8
relmeanelev_16.tif,float  ,8
relmeanelev_2.tif,float   ,8
relmeanelev_32.tif,float  ,8
relmeanelev_4.tif,float   ,8
relmeanelev_8.tif,float   ,8
sl_16.tif,float           ,8
sl_2.tif,float            ,8
sl_32.tif,float           ,8
sl_4.tif,float            ,8
sl_8.tif,float            ,8
slopeRadians.tif,float    ,8
spi.tif,float             ,8
stddevelev_16.tif,float   ,8
stddevelev_2.tif,float    ,8
stddevelev_32.tif,float   ,8
stddevelev_4.tif,float    ,8
stddevelev_8.tif,float    ,8
