pisrdif_2021-01-22.tif,float  ,6
pisrdif_2021-02-22.tif,float  ,6
pisrdif_2021-03-22.tif,float  ,6
pisrdif_2021-04-22.tif,float  ,6
pisrdif_2021-05-22.tif,float  ,6
pisrdif_2021-06-22.tif,float  ,6
pisrdif_2021-07-22.tif,float  ,6
pisrdif_2021-08-22.tif,float  ,6
pisrdif_2021-09-22.tif,float  ,6
pisrdif_2021-10-22.tif,float  ,6
pisrdif_2021-11-22.tif,float  ,6
pisrdif_2021-12-22.tif,float  ,6
pisrdir_2021-01-22.tif,float  ,6
pisrdir_2021-02-22.tif,float  ,6
pisrdir_2021-03-22.tif,float  ,6
pisrdir_2021-04-22.tif,float ,6
pisrdir_2021-05-22.tif,float   ,6
pisrdir_2021-06-22.tif,float  ,6
pisrdir_2021-07-22.tif,float  ,6
pisrdir_2021-08-22.tif,float  ,6
pisrdir_2021-09-22.tif,float  ,6
pisrdir_2021-10-22.tif,float  ,6
pisrdir_2021-11-22.tif,float  ,6
pisrdir_2021-12-22.tif,float  ,6
